location,year,week,total_specimens,total_A,total_B,percent_positive,percent_A,percent_B
Maryland,2010,50,54,16,1,31.48,29.63,1.85
Massachusetts,2010,50,29,6,0,20.69,20.69,0
Michigan,2010,50,11,3,1,36.36,27.27,9.09
Minnesota,2010,50,156,9,0,5.77,5.77,0
Mississippi,2010,50,X,0,X,X,X,X
Missouri,2010,50,222,19,0,8.56,8.56,0
Montana,2010,50,37,10,0,27.03,27.03,0
Nebraska,2010,50,46,1,1,4.35,2.17,2.17
Nevada,2010,50,12,6,0,50,50,0
New Hampshire,2010,50,19,0,0,0,0,0
New Jersey,2010,50,X,0,X,X,X,X
New Mexico,2010,50,19,3,3,31.58,15.79,15.79
New York,2010,50,697,72,2,10.62,10.33,0.29
North Carolina,2010,50,21,1,1,9.52,4.76,4.76
North Dakota,2010,50,45,1,0,2.22,2.22,0
Ohio,2010,50,31,0,0,0,0,0
Oklahoma,2010,50,76,3,0,3.95,3.95,0
Oregon,2010,50,18,1,0,5.56,5.56,0
Pennsylvania,2010,50,240,51,6,23.75,21.25,2.5
Rhode Island,2010,50,X,0,X,X,X,X
South Carolina,2010,50,118,5,2,5.93,4.24,1.69
South Dakota,2010,50,24,6,0,25,25,0
Tennessee,2010,50,86,2,10,13.95,2.33,11.63
Texas,2010,50,742,109,36,19.54,14.69,4.85
Utah,2010,50,477,164,1,34.59,34.38,0.21
Vermont,2010,50,X,0,X,X,X,X
Virginia,2010,50,57,2,1,5.26,3.51,1.75
Washington,2010,50,203,5,0,2.46,2.46,0
West Virginia,2010,50,135,8,0,5.93,5.93,0
Wisconsin,2010,50,111,10,0,9.01,9.01,0
Wyoming,2010,50,24,3,0,12.5,12.5,0
Puerto Rico,2010,50,X,0,X,X,X,X
Virgin Islands,2010,50,0,0,0,0,X,X
New York City,2010,50,X,0,X,X,X,X
Alabama,2010,51,106,12,36,45.28,11.32,33.96
Alaska,2010,51,30,3,0,10,10,0
Arizona,2010,51,215,94,20,53.02,43.72,9.3
Arkansas,2010,51,45,0,7,15.56,0,15.56
California,2010,51,307,13,21,11.07,4.23,6.84
Colorado,2010,51,261,34,3,14.18,13.03,1.15
Connecticut,2010,51,143,42,3,31.47,29.37,2.1
Delaware,2010,51,114,11,2,11.4,9.65,1.75
District of Columbia,2010,51,16,2,0,12.5,12.5,0
Florida,2010,51,726,181,72,34.85,24.93,9.92
Georgia,2010,51,1240,33,268,24.27,2.66,21.61
Hawaii,2010,51,245,10,22,13.06,4.08,8.98
Idaho,2010,51,X,0,X,X,X,X
Illinois,2010,51,68,39,0,57.35,57.35,0
Indiana,2010,51,110,19,10,26.36,17.27,9.09
Iowa,2010,51,79,19,3,27.85,24.05,3.8
Kansas,2010,51,17,5,0,29.41,29.41,0
Kentucky,2010,51,66,16,1,25.76,24.24,1.52
Louisiana,2010,51,413,20,81,24.46,4.84,19.61
Maine,2010,51,17,3,0,17.65,17.65,0
Maryland,2010,51,72,25,2,37.5,34.72,2.78
Massachusetts,2010,51,18,0,0,0,0,0
Michigan,2010,51,12,4,0,33.33,33.33,0
Minnesota,2010,51,113,20,1,18.58,17.7,0.88
Mississippi,2010,51,X,0,X,X,X,X
Missouri,2010,51,231,21,1,9.52,9.09,0.43
Montana,2010,51,35,11,0,31.43,31.43,0
Nebraska,2010,51,46,4,2,13.04,8.7,4.35
Nevada,2010,51,15,8,0,53.33,53.33,0
New Hampshire,2010,51,14,0,1,7.14,0,7.14
New Jersey,2010,51,X,0,X,X,X,X
New Mexico,2010,51,18,1,2,16.67,5.56,11.11
New York,2010,51,776,131,7,17.78,16.88,0.9
North Carolina,2010,51,16,3,4,43.75,18.75,25
North Dakota,2010,51,40,2,0,5,5,0
Ohio,2010,51,71,2,0,2.82,2.82,0
Oklahoma,2010,51,81,27,2,35.8,33.33,2.47
Oregon,2010,51,13,2,0,15.38,15.38,0
Pennsylvania,2010,51,257,79,10,34.63,30.74,3.89
Rhode Island,2010,51,X,0,X,X,X,X
South Carolina,2010,51,95,7,7,14.74,7.37,7.37
South Dakota,2010,51,35,9,2,31.43,25.71,5.71
Tennessee,2010,51,67,0,15,22.39,0,22.39
Texas,2010,51,806,140,62,25.06,17.37,7.69
Utah,2010,51,529,256,8,49.91,48.39,1.51
Vermont,2010,51,X,0,X,X,X,X
Virginia,2010,51,76,3,3,7.89,3.95,3.95
Washington,2010,51,192,7,5,6.25,3.65,2.6
West Virginia,2010,51,108,1,0,0.93,0.93,0
Wisconsin,2010,51,133,14,3,12.78,10.53,2.26
Wyoming,2010,51,20,0,0,0,0,0
Puerto Rico,2010,51,X,0,X,X,X,X
Virgin Islands,2010,51,0,0,0,0,X,X
New York City,2010,51,X,0,X,X,X,X
Alabama,2010,52,152,11,47,38.16,7.24,30.92
Alaska,2010,52,53,6,0,11.32,11.32,0
Arizona,2010,52,212,102,29,61.79,48.11,13.68
Arkansas,2010,52,34,1,7,23.53,2.94,20.59
California,2010,52,343,19,16,10.2,5.54,4.66
Colorado,2010,52,295,55,4,20,18.64,1.36
Connecticut,2010,52,208,99,3,49.04,47.6,1.44
Delaware,2010,52,115,7,3,8.7,6.09,2.61
District of Columbia,2010,52,28,4,2,21.43,14.29,7.14
Florida,2010,52,662,151,54,30.97,22.81,8.16
Georgia,2010,52,1157,46,200,21.26,3.98,17.29
Hawaii,2010,52,147,20,36,38.1,13.61,24.49
Idaho,2010,52,X,0,X,X,X,X
Illinois,2010,52,89,36,1,41.57,40.45,1.12
Indiana,2010,52,167,48,34,49.1,28.74,20.36
Iowa,2010,52,87,22,5,31.03,25.29,5.75
Kansas,2010,52,14,7,0,50,50,0
Kentucky,2010,52,56,29,4,58.93,51.79,7.14
Louisiana,2010,52,380,19,76,25,5,20
Maine,2010,52,10,4,0,40,40,0
Maryland,2010,52,111,43,2,40.54,38.74,1.8
Massachusetts,2010,52,15,4,0,26.67,26.67,0
Michigan,2010,52,11,8,0,72.73,72.73,0
Minnesota,2010,52,165,27,3,18.18,16.36,1.82
Mississippi,2010,52,X,0,X,X,X,X
Missouri,2010,52,293,34,1,11.95,11.6,0.34
Montana,2010,52,50,11,1,24,22,2
Nebraska,2010,52,48,5,2,14.58,10.42,4.17
Nevada,2010,52,17,8,1,52.94,47.06,5.88
New Hampshire,2010,52,21,5,0,23.81,23.81,0
New Jersey,2010,52,X,0,X,X,X,X
New Mexico,2010,52,24,4,0,16.67,16.67,0
New York,2010,52,883,214,2,24.46,24.24,0.23
North Carolina,2010,52,20,9,1,50,45,5
North Dakota,2010,52,44,6,0,13.64,13.64,0
Ohio,2010,52,72,5,1,8.33,6.94,1.39
Oklahoma,2010,52,115,30,2,27.83,26.09,1.74
Oregon,2010,52,12,3,0,25,25,0
Pennsylvania,2010,52,315,111,16,40.32,35.24,5.08
Rhode Island,2010,52,X,0,X,X,X,X
South Carolina,2010,52,260,24,11,13.46,9.23,4.23
South Dakota,2010,52,34,14,3,50,41.18,8.82
Tennessee,2010,52,94,5,20,26.6,5.32,21.28
Texas,2010,52,922,143,43,20.17,15.51,4.66
Utah,2010,52,577,216,11,39.34,37.44,1.91
Vermont,2010,52,X,0,X,X,X,X
Virginia,2010,52,94,13,1,14.89,13.83,1.06
Washington,2010,52,216,6,2,3.7,2.78,0.93
West Virginia,2010,52,163,22,1,14.11,13.5,0.61
Wisconsin,2010,52,140,30,2,22.86,21.43,1.43
Wyoming,2010,52,14,3,0,21.43,21.43,0
Puerto Rico,2010,52,X,0,X,X,X,X
Virgin Islands,2010,52,0,0,0,0,X,X
New York City,2010,52,X,0,X,X,X,X
Alabama,2011,1,153,14,41,35.95,9.15,26.8
Alaska,2011,1,52,8,3,21.15,15.38,5.77
Arizona,2011,1,207,118,14,63.77,57,6.76
Arkansas,2011,1,51,4,3,13.73,7.84,5.88
California,2011,1,324,22,13,10.8,6.79,4.01
Colorado,2011,1,338,49,4,15.68,14.5,1.18
Connecticut,2011,1,273,117,6,45.05,42.86,2.2
Delaware,2011,1,195,34,3,18.97,17.44,1.54
District of Columbia,2011,1,23,3,1,17.39,13.04,4.35
Florida,2011,1,703,167,35,28.73,23.76,4.98
Georgia,2011,1,962,48,111,16.53,4.99,11.54
Hawaii,2011,1,378,40,28,17.99,10.58,7.41
Idaho,2011,1,17,15,0,88.24,88.24,0
Illinois,2011,1,94,48,6,57.45,51.06,6.38
Indiana,2011,1,207,73,28,48.79,35.27,13.53
Iowa,2011,1,79,24,8,40.51,30.38,10.13
Kansas,2011,1,17,7,0,41.18,41.18,0
Kentucky,2011,1,79,31,5,45.57,39.24,6.33
Louisiana,2011,1,364,18,72,24.73,4.95,19.78
Maine,2011,1,24,11,1,50,45.83,4.17
Maryland,2011,1,116,46,0,39.66,39.66,0
Massachusetts,2011,1,30,5,0,16.67,16.67,0
Michigan,2011,1,31,21,3,77.42,67.74,9.68
Minnesota,2011,1,175,13,5,10.29,7.43,2.86
Mississippi,2011,1,X,0,X,X,X,X
Missouri,2011,1,284,25,1,9.15,8.8,0.35
Montana,2011,1,51,14,0,27.45,27.45,0
Nebraska,2011,1,62,18,8,41.94,29.03,12.9
Nevada,2011,1,24,6,4,41.67,25,16.67
New Hampshire,2011,1,29,8,0,27.59,27.59,0
New Jersey,2011,1,X,0,X,X,X,X
New Mexico,2011,1,41,18,4,53.66,43.9,9.76
New York,2011,1,1164,243,9,21.65,20.88,0.77
North Carolina,2011,1,50,13,4,34,26,8
North Dakota,2011,1,75,6,0,8,8,0
Ohio,2011,1,79,3,2,6.33,3.8,2.53
Oklahoma,2011,1,157,66,4,44.59,42.04,2.55
Oregon,2011,1,24,2,2,16.67,8.33,8.33
Pennsylvania,2011,1,363,119,10,35.54,32.78,2.75
Rhode Island,2011,1,X,0,X,X,X,X
South Carolina,2011,1,314,19,13,10.19,6.05,4.14
South Dakota,2011,1,34,13,8,61.76,38.24,23.53
Tennessee,2011,1,125,8,25,26.4,6.4,20
Texas,2011,1,1181,212,59,22.95,17.95,5
Utah,2011,1,605,159,14,28.6,26.28,2.31
Vermont,2011,1,X,0,X,X,X,X
Virginia,2011,1,126,15,4,15.08,11.9,3.17
Washington,2011,1,221,28,2,13.57,12.67,0.9
West Virginia,2011,1,183,35,2,20.22,19.13,1.09
Wisconsin,2011,1,212,42,4,21.7,19.81,1.89
Wyoming,2011,1,42,9,0,21.43,21.43,0
Puerto Rico,2011,1,X,0,X,X,X,X
Virgin Islands,2011,1,0,0,0,0,X,X
New York City,2011,1,X,0,X,X,X,X
Alabama,2011,2,124,11,39,40.32,8.87,31.45
Alaska,2011,2,67,26,0,38.81,38.81,0
Arizona,2011,2,280,165,25,67.86,58.93,8.93
Arkansas,2011,2,71,11,10,29.58,15.49,14.08
California,2011,2,330,49,20,20.91,14.85,6.06
Colorado,2011,2,333,41,5,13.81,12.31,1.5
Connecticut,2011,2,265,98,4,38.49,36.98,1.51
Delaware,2011,2,133,33,4,27.82,24.81,3.01
District of Columbia,2011,2,37,8,1,24.32,21.62,2.7
Florida,2011,2,664,165,33,29.82,24.85,4.97
Georgia,2011,2,668,64,43,16.02,9.58,6.44
Hawaii,2011,2,361,31,33,17.73,8.59,9.14
Idaho,2011,2,26,22,0,84.62,84.62,0
Illinois,2011,2,118,65,4,58.47,55.08,3.39
Indiana,2011,2,272,84,36,44.12,30.88,13.24
Iowa,2011,2,134,52,19,52.99,38.81,14.18
Kansas,2011,2,27,11,6,62.96,40.74,22.22
Kentucky,2011,2,81,25,4,35.8,30.86,4.94
Louisiana,2011,2,352,13,66,22.44,3.69,18.75
Maine,2011,2,35,11,2,37.14,31.43,5.71
Maryland,2011,2,145,94,5,68.28,64.83,3.45
Massachusetts,2011,2,39,14,0,35.9,35.9,0
Michigan,2011,2,39,24,5,74.36,61.54,12.82
Minnesota,2011,2,141,21,4,17.73,14.89,2.84
Mississippi,2011,2,13,2,1,23.08,15.38,7.69
Missouri,2011,2,315,44,5,15.56,13.97,1.59
Montana,2011,2,73,23,2,34.25,31.51,2.74
Nebraska,2011,2,61,23,1,39.34,37.7,1.64
Nevada,2011,2,35,8,5,37.14,22.86,14.29
New Hampshire,2011,2,31,14,0,45.16,45.16,0
New Jersey,2011,2,X,0,X,X,X,X
New Mexico,2011,2,40,23,6,72.5,57.5,15
New York,2011,2,989,221,10,23.36,22.35,1.01
North Carolina,2011,2,100,44,21,65,44,21
North Dakota,2011,2,65,10,1,16.92,15.38,1.54
Ohio,2011,2,141,23,3,18.44,16.31,2.13
Oklahoma,2011,2,176,70,14,47.73,39.77,7.95
Oregon,2011,2,15,6,2,53.33,40,13.33
Pennsylvania,2011,2,343,114,17,38.19,33.24,4.96
Rhode Island,2011,2,X,0,X,X,X,X
South Carolina,2011,2,262,20,11,11.83,7.63,4.2
South Dakota,2011,2,47,16,11,57.45,34.04,23.4
Tennessee,2011,2,116,11,20,26.72,9.48,17.24
Texas,2011,2,1049,231,55,27.26,22.02,5.24
Utah,2011,2,561,133,11,25.67,23.71,1.96
Vermont,2011,2,16,12,0,75,75,0
Virginia,2011,2,163,23,6,17.79,14.11,3.68
Washington,2011,2,294,37,3,13.61,12.59,1.02
West Virginia,2011,2,241,46,0,19.09,19.09,0
Wisconsin,2011,2,180,53,8,33.89,29.44,4.44
Wyoming,2011,2,29,11,0,37.93,37.93,0
Puerto Rico,2011,2,X,0,X,X,X,X
Virgin Islands,2011,2,0,0,0,0,X,X
New York City,2011,2,X,0,X,X,X,X
Alabama,2011,3,113,24,21,39.82,21.24,18.58
Alaska,2011,3,136,53,5,42.65,38.97,3.68
Arizona,2011,3,313,168,26,61.98,53.67,8.31
Arkansas,2011,3,85,9,19,32.94,10.59,22.35
California,2011,3,309,32,16,15.53,10.36,5.18
Colorado,2011,3,321,42,5,14.64,13.08,1.56
Connecticut,2011,3,276,132,9,51.09,47.83,3.26
Delaware,2011,3,160,57,16,45.63,35.63,10
District of Columbia,2011,3,32,12,0,37.5,37.5,0
Florida,2011,3,671,167,34,29.96,24.89,5.07
Georgia,2011,3,548,55,23,14.23,10.04,4.2
Hawaii,2011,3,283,73,34,37.81,25.8,12.01
Idaho,2011,3,27,22,2,88.89,81.48,7.41
Illinois,2011,3,115,63,3,57.39,54.78,2.61
Indiana,2011,3,311,109,47,50.16,35.05,15.11
Iowa,2011,3,160,44,35,49.38,27.5,21.88
Kansas,2011,3,27,17,2,70.37,62.96,7.41
Kentucky,2011,3,78,33,5,48.72,42.31,6.41
Louisiana,2011,3,369,40,74,30.89,10.84,20.05
Maine,2011,3,36,12,7,52.78,33.33,19.44
Maryland,2011,3,197,143,2,73.6,72.59,1.02
Massachusetts,2011,3,50,16,0,32,32,0
Michigan,2011,3,24,17,1,75,70.83,4.17
Minnesota,2011,3,161,22,3,15.53,13.66,1.86
Mississippi,2011,3,X,0,X,X,X,X
Missouri,2011,3,267,33,5,14.23,12.36,1.87
Montana,2011,3,61,21,1,36.07,34.43,1.64
Nebraska,2011,3,82,31,9,48.78,37.8,10.98
Nevada,2011,3,47,17,0,36.17,36.17,0
New Hampshire,2011,3,22,10,0,45.45,45.45,0
New Jersey,2011,3,X,0,X,X,X,X
New Mexico,2011,3,60,40,4,73.33,66.67,6.67
New York,2011,3,996,222,6,22.89,22.29,0.6
North Carolina,2011,3,102,43,16,57.84,42.16,15.69
North Dakota,2011,3,104,17,2,18.27,16.35,1.92
Ohio,2011,3,145,26,4,20.69,17.93,2.76
Oklahoma,2011,3,252,75,40,45.63,29.76,15.87
Oregon,2011,3,32,9,3,37.5,28.13,9.38
Pennsylvania,2011,3,475,205,14,46.11,43.16,2.95
Rhode Island,2011,3,X,0,X,X,X,X
South Carolina,2011,3,314,36,12,15.29,11.46,3.82
South Dakota,2011,3,67,29,15,65.67,43.28,22.39
Tennessee,2011,3,137,19,23,30.66,13.87,16.79
Texas,2011,3,1292,291,111,31.11,22.52,8.59
Utah,2011,3,668,184,37,33.08,27.54,5.54
Vermont,2011,3,34,26,4,88.24,76.47,11.76
Virginia,2011,3,168,39,17,33.33,23.21,10.12
Washington,2011,3,295,33,2,11.86,11.19,0.68
West Virginia,2011,3,267,51,6,21.35,19.1,2.25
Wisconsin,2011,3,248,98,14,45.16,39.52,5.65
Wyoming,2011,3,36,9,4,36.11,25,11.11
Puerto Rico,2011,3,X,0,X,X,X,X
Virgin Islands,2011,3,0,0,0,0,X,X
New York City,2011,3,X,0,X,X,X,X
Alabama,2011,4,162,24,45,42.59,14.81,27.78
Alaska,2011,4,206,83,4,42.23,40.29,1.94
Arizona,2011,4,328,166,39,62.5,50.61,11.89
Arkansas,2011,4,151,44,22,43.71,29.14,14.57
California,2011,4,378,66,32,25.93,17.46,8.47
Colorado,2011,4,438,63,14,17.58,14.38,3.2
Connecticut,2011,4,239,91,9,41.84,38.08,3.77
Delaware,2011,4,303,130,11,46.53,42.9,3.63
District of Columbia,2011,4,42,16,0,38.1,38.1,0
Florida,2011,4,635,169,38,32.6,26.61,5.98
Georgia,2011,4,687,104,25,18.78,15.14,3.64
Hawaii,2011,4,390,66,22,22.56,16.92,5.64
Idaho,2011,4,18,11,4,83.33,61.11,22.22
Illinois,2011,4,114,40,5,39.47,35.09,4.39
Indiana,2011,4,324,99,75,53.7,30.56,23.15
Iowa,2011,4,245,99,55,62.86,40.41,22.45
Kansas,2011,4,22,13,3,72.73,59.09,13.64
Kentucky,2011,4,94,30,8,40.43,31.91,8.51
Louisiana,2011,4,405,39,73,27.65,9.63,18.02
Maine,2011,4,35,11,7,51.43,31.43,20
Maryland,2011,4,209,157,2,76.08,75.12,0.96
Massachusetts,2011,4,75,23,1,32,30.67,1.33
Michigan,2011,4,40,25,3,70,62.5,7.5
Minnesota,2011,4,173,33,5,21.97,19.08,2.89
Mississippi,2011,4,X,0,X,X,X,X
Missouri,2011,4,353,26,10,10.2,7.37,2.83
Montana,2011,4,70,20,4,34.29,28.57,5.71
Nebraska,2011,4,95,46,4,52.63,48.42,4.21
Nevada,2011,4,25,8,0,32,32,0
New Hampshire,2011,4,38,12,1,34.21,31.58,2.63
New Jersey,2011,4,X,0,X,X,X,X
New Mexico,2011,4,64,36,4,62.5,56.25,6.25
New York,2011,4,1040,234,32,25.58,22.5,3.08
North Carolina,2011,4,91,34,27,67.03,37.36,29.67
North Dakota,2011,4,123,27,3,24.39,21.95,2.44
Ohio,2011,4,164,28,13,25,17.07,7.93
Oklahoma,2011,4,344,112,94,59.88,32.56,27.33
Oregon,2011,4,33,14,0,42.42,42.42,0
Pennsylvania,2011,4,501,264,16,55.89,52.69,3.19
Rhode Island,2011,4,X,0,X,X,X,X
South Carolina,2011,4,507,60,15,14.79,11.83,2.96
South Dakota,2011,4,90,44,21,72.22,48.89,23.33
Tennessee,2011,4,184,32,35,36.41,17.39,19.02
Texas,2011,4,1497,327,123,30.06,21.84,8.22
Utah,2011,4,672,160,30,28.27,23.81,4.46
Vermont,2011,4,38,29,4,86.84,76.32,10.53
Virginia,2011,4,193,56,9,33.68,29.02,4.66
Washington,2011,4,368,32,0,8.7,8.7,0
West Virginia,2011,4,294,71,6,26.19,24.15,2.04
Wisconsin,2011,4,306,135,13,48.37,44.12,4.25
Wyoming,2011,4,50,17,6,46,34,12
Puerto Rico,2011,4,X,0,X,X,X,X
Virgin Islands,2011,4,0,0,0,0,X,X
New York City,2011,4,X,0,X,X,X,X
Alabama,2011,5,173,37,37,42.77,21.39,21.39
Alaska,2011,5,135,61,0,45.19,45.19,0
Arizona,2011,5,336,162,29,56.85,48.21,8.63
Arkansas,2011,5,186,43,43,46.24,23.12,23.12
California,2011,5,403,67,42,27.05,16.63,10.42
Colorado,2011,5,481,81,27,22.45,16.84,5.61
Connecticut,2011,5,287,126,6,45.99,43.9,2.09
Delaware,2011,5,372,223,32,68.55,59.95,8.6
District of Columbia,2011,5,32,14,1,46.88,43.75,3.13
Florida,2011,5,770,207,29,30.65,26.88,3.77
Georgia,2011,5,771,133,26,20.62,17.25,3.37
Hawaii,2011,5,456,91,29,26.32,19.96,6.36
Idaho,2011,5,18,13,2,83.33,72.22,11.11
Illinois,2011,5,128,41,1,32.81,32.03,0.78
Indiana,2011,5,233,37,58,40.77,15.88,24.89
Iowa,2011,5,248,95,46,56.85,38.31,18.55
Kansas,2011,5,21,15,5,95.24,71.43,23.81
Kentucky,2011,5,107,25,15,37.38,23.36,14.02
Louisiana,2011,5,376,48,68,30.85,12.77,18.09
Maine,2011,5,62,25,10,56.45,40.32,16.13
Maryland,2011,5,220,164,4,76.36,74.55,1.82
Massachusetts,2011,5,67,23,0,34.33,34.33,0
Michigan,2011,5,27,16,4,74.07,59.26,14.81
Minnesota,2011,5,272,57,29,31.62,20.96,10.66
Mississippi,2011,5,13,2,1,23.08,15.38,7.69
Missouri,2011,5,266,28,11,14.66,10.53,4.14
Montana,2011,5,86,26,8,39.53,30.23,9.3
Nebraska,2011,5,86,30,7,43.02,34.88,8.14
Nevada,2011,5,50,20,5,50,40,10
New Hampshire,2011,5,47,19,0,40.43,40.43,0
New Jersey,2011,5,X,0,X,X,X,X
New Mexico,2011,5,99,72,7,79.8,72.73,7.07
New York,2011,5,996,207,52,26,20.78,5.22
North Carolina,2011,5,117,49,40,76.07,41.88,34.19
North Dakota,2011,5,187,33,7,21.39,17.65,3.74
Ohio,2011,5,202,36,13,24.26,17.82,6.44
Oklahoma,2011,5,183,39,49,48.09,21.31,26.78
Oregon,2011,5,39,15,1,41.03,38.46,2.56
Pennsylvania,2011,5,454,213,16,50.44,46.92,3.52
Rhode Island,2011,5,X,0,X,X,X,X
South Carolina,2011,5,722,108,34,19.67,14.96,4.71
South Dakota,2011,5,100,37,37,74,37,37
Tennessee,2011,5,185,39,29,36.76,21.08,15.68
Texas,2011,5,1590,414,153,35.66,26.04,9.62
Utah,2011,5,706,122,62,26.06,17.28,8.78
Vermont,2011,5,31,17,4,67.74,54.84,12.9
Virginia,2011,5,235,69,16,36.17,29.36,6.81
Washington,2011,5,294,37,1,12.93,12.59,0.34
West Virginia,2011,5,433,92,4,22.17,21.25,0.92
Wisconsin,2011,5,341,160,13,50.73,46.92,3.81
Wyoming,2011,5,69,20,5,36.23,28.99,7.25
Puerto Rico,2011,5,X,0,X,X,X,X
Virgin Islands,2011,5,0,0,0,0,X,X
New York City,2011,5,X,0,X,X,X,X
Alabama,2011,6,148,38,16,36.49,25.68,10.81
Alaska,2011,6,157,58,1,37.58,36.94,0.64
Arizona,2011,6,334,157,45,60.48,47.01,13.47
Arkansas,2011,6,210,46,31,36.67,21.9,14.76
California,2011,6,441,73,31,23.58,16.55,7.03
Colorado,2011,6,499,56,46,20.44,11.22,9.22
Connecticut,2011,6,291,118,7,42.96,40.55,2.41
Delaware,2011,6,387,210,14,57.88,54.26,3.62
District of Columbia,2011,6,29,11,3,48.28,37.93,10.34
Florida,2011,6,673,157,29,27.64,23.33,4.31
Georgia,2011,6,910,213,24,26.04,23.41,2.64
Hawaii,2011,6,570,162,23,32.46,28.42,4.04
Idaho,2011,6,40,27,4,77.5,67.5,10
Illinois,2011,6,126,23,4,21.43,18.25,3.17
Indiana,2011,6,292,55,45,34.25,18.84,15.41
Iowa,2011,6,203,74,33,52.71,36.45,16.26
Kansas,2011,6,37,22,8,81.08,59.46,21.62
Kentucky,2011,6,114,14,11,21.93,12.28,9.65
Louisiana,2011,6,376,59,42,26.86,15.69,11.17
Maine,2011,6,72,36,16,72.22,50,22.22
Maryland,2011,6,227,158,3,70.93,69.6,1.32
Massachusetts,2011,6,77,31,1,41.56,40.26,1.3
Michigan,2011,6,46,30,4,73.91,65.22,8.7
Minnesota,2011,6,287,55,46,35.19,19.16,16.03
Mississippi,2011,6,X,0,X,X,X,X
Missouri,2011,6,326,25,12,11.35,7.67,3.68
Montana,2011,6,108,19,4,21.3,17.59,3.7
Nebraska,2011,6,85,26,11,43.53,30.59,12.94
Nevada,2011,6,55,19,3,40,34.55,5.45
New Hampshire,2011,6,61,30,0,49.18,49.18,0
New Jersey,2011,6,X,0,X,X,X,X
New Mexico,2011,6,91,42,22,70.33,46.15,24.18
New York,2011,6,1013,224,50,27.05,22.11,4.94
North Carolina,2011,6,86,31,23,62.79,36.05,26.74
North Dakota,2011,6,242,52,16,28.1,21.49,6.61
Ohio,2011,6,125,28,12,32,22.4,9.6
Oklahoma,2011,6,189,42,46,46.56,22.22,24.34
Oregon,2011,6,55,22,3,45.45,40,5.45
Pennsylvania,2011,6,530,239,39,52.45,45.09,7.36
Rhode Island,2011,6,X,0,X,X,X,X
South Carolina,2011,6,725,92,48,19.31,12.69,6.62
South Dakota,2011,6,123,34,44,63.41,27.64,35.77
Tennessee,2011,6,309,80,53,43.04,25.89,17.15
Texas,2011,6,1508,344,149,32.69,22.81,9.88
Utah,2011,6,784,155,92,31.51,19.77,11.73
Vermont,2011,6,15,8,0,53.33,53.33,0
Virginia,2011,6,260,64,17,31.15,24.62,6.54
Washington,2011,6,395,49,3,13.16,12.41,0.76
West Virginia,2011,6,441,118,9,28.8,26.76,2.04
Wisconsin,2011,6,371,184,22,55.53,49.6,5.93
Wyoming,2011,6,48,16,0,33.33,33.33,0
Puerto Rico,2011,6,X,0,X,X,X,X
Virgin Islands,2011,6,0,0,0,0,X,X
New York City,2011,6,X,0,X,X,X,X
Alabama,2011,7,206,50,20,33.98,24.27,9.71
Alaska,2011,7,236,105,2,45.34,44.49,0.85
Arizona,2011,7,347,176,43,63.11,50.72,12.39
Arkansas,2011,7,199,28,28,28.14,14.07,14.07
California,2011,7,510,106,39,28.43,20.78,7.65
Colorado,2011,7,655,86,71,23.97,13.13,10.84
Connecticut,2011,7,404,169,26,48.27,41.83,6.44
Delaware,2011,7,412,187,26,51.7,45.39,6.31
District of Columbia,2011,7,37,12,2,37.84,32.43,5.41
Florida,2011,7,640,117,22,21.72,18.28,3.44
Georgia,2011,7,1055,264,28,27.68,25.02,2.65
Hawaii,2011,7,658,229,27,38.91,34.8,4.1
Idaho,2011,7,16,12,3,93.75,75,18.75
Illinois,2011,7,130,27,4,23.85,20.77,3.08
Indiana,2011,7,237,35,42,32.49,14.77,17.72
Iowa,2011,7,215,78,50,59.53,36.28,23.26
Kansas,2011,7,32,25,5,93.75,78.13,15.63
Kentucky,2011,7,66,8,2,15.15,12.12,3.03
Louisiana,2011,7,371,74,50,33.42,19.95,13.48
Maine,2011,7,102,44,19,61.76,43.14,18.63
Maryland,2011,7,278,203,13,77.7,73.02,4.68
Massachusetts,2011,7,72,26,3,40.28,36.11,4.17
Michigan,2011,7,60,38,10,80,63.33,16.67
Minnesota,2011,7,346,54,36,26.01,15.61,10.4
Mississippi,2011,7,X,0,X,X,X,X
Missouri,2011,7,290,15,14,10,5.17,4.83
Montana,2011,7,77,18,3,27.27,23.38,3.9
Nebraska,2011,7,101,30,13,42.57,29.7,12.87
Nevada,2011,7,55,18,4,40,32.73,7.27
New Hampshire,2011,7,96,35,2,38.54,36.46,2.08
New Jersey,2011,7,X,0,X,X,X,X
New Mexico,2011,7,73,36,7,58.9,49.32,9.59
New York,2011,7,1136,273,72,30.37,24.03,6.34
North Carolina,2011,7,98,25,32,58.16,25.51,32.65
North Dakota,2011,7,364,74,16,24.73,20.33,4.4
Ohio,2011,7,243,31,23,22.22,12.76,9.47
Oklahoma,2011,7,195,57,33,46.15,29.23,16.92
Oregon,2011,7,68,31,2,48.53,45.59,2.94
Pennsylvania,2011,7,522,204,39,46.55,39.08,7.47
Rhode Island,2011,7,X,0,X,X,X,X
South Carolina,2011,7,858,115,19,15.62,13.4,2.21
South Dakota,2011,7,138,44,46,65.22,31.88,33.33
Tennessee,2011,7,277,62,48,39.71,22.38,17.33
Texas,2011,7,1739,444,196,36.8,25.53,11.27
Utah,2011,7,914,151,137,31.51,16.52,14.99
Vermont,2011,7,10,6,0,60,60,0
Virginia,2011,7,287,71,22,32.4,24.74,7.67
